AudioMoth ES ID Number,Latitude,Longitude,Eclipse Type,Coverage Percent,FirstContactDate,FirstContactTimeUTC,SecondContactTimeUTC,ThirdContactTimeUTC,FourthContactTimeUTC,TotalEclipseTimeUTC,Notes,Successful,Needs split
207,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
208,31.84405,-100.9803,Partial,95.39,2024-04-08,17:15:44,0,0,19:54:33,18:34:14,Only 8th and 9th,NO,YES
209,44.5174,-74.30237,Total,100,2024-04-08,18:12:40,19:24:36,19:28:11,20:36:19,19:26:23,Good deployment,YES,YES
210,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
211,32.43488,-97.661457,Total,100,2024-04-08,17:21:20,18:39:15,18:41:55,20:00:48,18:40:35,Missing 6th,NO,YES
212,33.82151,-95.46128,Total,100,2024-04-08,17:27:03,18:44:22,18:48:13,20:05:47,18:46:17,No Files,NO,
213,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
214,41.84705,-80.974917,Total,100,2024-04-08,18:00:43,19:14:51,19:18:40,20:29:45,19:16:46,No Files,NO,
215,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
216,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
217,31.91251,-100.93769,Partial,95.31,2024-04-08,17:15:55,0,0,19:54:42,18:34:25,Only 8th and 9th,NO,YES
218,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
219,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
220,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
221,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
222,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
223,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
224,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
225,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
226,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
227,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
228,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
229,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
230,40.173,-83.086,Total,100,2024-04-08,17:55:37,19:11:40,19:13:39,20:26:56,19:12:40,Good deployment,YES,YES
231,41.1523219,-82.8789084,Total,100,2024-04-08,17:57:06,19:11:44,19:15:38,20:27:29,19:13:41,Failed on the 8th,NO,YES
232,34.53593,-93.02804,Total,100,2024-04-08,17:31:56,18:49:25,18:53:05,20:10:10,18:51:15,1970s,NO,YES
233,41.5200846,-83.6795536,Total,100,2024-04-08,17:56:23,19:11:43,19:13:56,20:26:39,19:12:50,No Files,NO,
234,41.685,-83.497222,Total,100,2024-04-08,17:56:51,19:12:22,19:14:02,20:26:54,19:13:12,No Files,NO,
235,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
236,34.863504,-92.4096875,Total,100,2024-04-08,17:33:27,18:51:02,18:54:22,20:11:23,18:52:42,Good deployment,YES,YES
237,35.8529,-90.82211,Total,100,2024-04-08,17:37:31,18:55:05,18:57:58,20:14:30,18:56:32,No Files,NO,
238,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
239,33.26208,-93.87962,Partial,99.93,2024-04-08,17:28:26,0,0,20:07:37,18:48:04,Failed on the 7th,NO,YES
240,34.866044,-92.412937,Total,100,2024-04-08,17:33:27,18:51:02,18:54:22,20:11:23,18:52:42,Failed on the 8th,NO,YES
241,34.663912,-92.436355,Total,100,2024-04-08,17:33:04,18:51:04,18:53:43,20:11:09,18:52:23,No Files,NO,
242,35.1145,-92.429,Total,100,2024-04-08,17:33:50,18:51:02,18:54:58,20:11:35,18:53:00,Good deployment,YES,YES
242A,40.546783,-82.81052,Total,100,2024-04-08,17:56:29,19:11:47,19:14:53,20:27:23,19:13:21,No Files,NO,
243,35.83914,-94.04385,Partial,99.57,2024-04-08,17:32:42,0,0,20:09:48,18:51:23,Good deployment,YES,YES
244,35.332269,-92.7959,Total,100,2024-04-08,17:33:39,18:50:34,18:54:50,20:11:14,18:52:42,Failed on the 8th,NO,YES
245,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
246,34.589909,-93.982558,Total,100,2024-04-08,17:30:36,18:47:39,18:51:55,20:08:48,18:49:47,1970s and failed on day 3,NO,YES
247,34.6367689,-92.5131982,Total,100,2024-04-08,17:32:54,18:50:51,18:53:37,20:11:01,18:52:14,Failed on the 7th,NO,YES
248,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
249,35.19956,-94.35374,Total,100,2024-04-08,17:31:08,18:49:10,18:50:54,20:08:47,18:50:02,Failed on the 8th,NO,YES
250,34.4178785,-93.6197584,Total,100,2024-04-08,17:30:50,18:48:03,18:52:13,20:09:11,18:50:08,No Files,NO,
251,34.52081,-93.0603,Total,100,2024-04-08,17:31:52,18:49:20,18:53:01,20:10:07,18:51:11,No Files,NO,
252,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
253,30.4474,-99.7997,Total,100,2024-04-08,17:14:31,18:32:14,18:35:23,19:54:51,18:33:48,Failed on the 8th,NO,YES
254,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
255,31.93494,-102.302368,Partial,91.91,2024-04-08,17:14:17,0,0,19:52:19,18:32:16,Failed on the 8th,NO,YES
256,36.045383,-90.671101,Total,100,2024-04-08,17:38:04,18:55:24,18:58:37,20:14:52,18:57:00,No Files,NO,
257,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
258,39.07237,-87.919589,Total,100,2024-04-08,17:46:52,19:02:59,19:06:15,20:20:33,19:04:37,Failed on the 8th,NO,YES
259,40.7203129,-89.2733188,Partial,94.61,2024-04-08,17:47:25,0,0,20:19:27,19:04:13,Good deployment,YES,YES
260,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
261,37.5856984,-88.9185514,Total,100,2024-04-08,17:43:09,18:59:32,19:03:33,20:18:23,19:01:33,1970s and failed on day 2,NO,YES
262,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
263,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
264,40.5849,-86.66903,Partial,99.28,2024-04-08,17:50:51,0,0,20:22:47,19:07:51,Good deployment,YES,YES
265,40.127806,-85.114829,Total,100,2024-04-08,17:52:30,19:07:44,19:11:41,20:24:32,19:09:42,No Files,NO,
266,41.3122543,-81.3189806,Total,100,2024-04-08,17:59:37,19:14:19,19:17:35,20:29:16,19:15:58,1970s and failed on day 2,NO,YES
267,41.578464,-81.415184,Total,100,2024-04-08,17:59:46,19:14:06,19:17:53,20:29:13,19:16:00,No Files,NO,
268,41.776645,-79.897045,Total,100,2024-04-08,18:02:14,19:16:49,19:19:32,20:30:52,19:18:11,No Files,NO,
269,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
270,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
271,40.0223813,-85.3023171,Total,100,2024-04-08,17:52:05,19:07:22,19:11:20,20:24:16,19:09:21,1970s and failed on day 2,NO,YES
272,37.68269,-97.13662,Partial,87.99,2024-04-08,17:32:00,0,0,20:06:20,18:49:02,Good deployment,YES,YES
273,41.9648063,-79.9970364,Total,100,2024-04-08,18:02:17,19:16:27,19:19:51,20:30:48,19:18:09,No Files,NO,
274,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
275,38.14525,-83.768303,Partial,95.75,2024-04-08,17:52:05,0,0,20:25:12,19:09:59,Failed Deployment,NO,NO
276,38.587155,-84.256807,Partial,97.96,2024-04-08,17:51:51,0,0,20:24:52,19:09:38,No Files,NO,
277,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
278,30.032047,-89.9615039,Partial,81.7,2024-04-08,17:29:57,0,0,20:09:12,18:49:57,Good deployment,YES,YES
279,42.69088,-71.0049,Partial,93.75,2024-04-08,18:16:15,0,0,20:39:07,19:29:51,No Files,NO,
280,42.3936502,-71.1409151,Partial,92.78,2024-04-08,18:15:54,0,0,20:38:59,19:29:37,No Files,NO,
281,41.828606,-70.794038,Partial,90.22,2024-04-08,18:16:09,0,0,20:39:13,19:29:54,Good deployment,YES,YES
282,42.478016,-73.006385,Partial,95.25,2024-04-08,18:13:09,0,0,20:37:28,19:27:23,Good deployment,YES,NO
283,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
284,42.12224,-71.40834,Partial,92.05,2024-04-08,18:15:22,0,0,20:38:45,19:29:14,No Files,NO,
285,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
286,38.6665,-76.63624,Partial,85.91,2024-04-08,18:04:40,0,0,20:33:06,19:20:51,Good deployment,YES,NO
287,38.99321,-76.94187,Partial,87.59,2024-04-08,18:04:24,0,0,20:32:58,19:20:37,No Files,NO,
288,29.87778,-99.708056,Total,100,2024-04-08,17:13:32,18:30:49,18:35:10,19:54:15,18:32:59,Failed on the 7th,NO,YES
289,37.557033,-90.668792,Total,100,2024-04-08,17:40:29,18:57:25,19:00:12,20:15:58,18:58:49,Good deployment,YES,YES
290,42.22264,-73.72216,Partial,95.18,2024-04-08,18:11:55,0,0,20:36:50,19:26:25,Good deployment,YES,YES
291,30.070062,-98.199154,Total,100,2024-04-08,17:16:04,18:34:21,18:37:19,19:57:00,18:35:50,No Files,NO,
292,44.46311,-71.68203,Total,100,2024-04-08,18:16:15,19:28:56,19:29:53,20:38:30,19:29:25,Good deployment,YES,YES
293,37.484,-89.353,Total,100,2024-04-08,17:42:20,18:58:42,19:02:50,20:17:44,19:00:46,No Files,NO,
294,32.20485,-97.65127,Total,100,2024-04-08,17:20:54,18:38:29,18:42:00,20:00:33,18:40:14,Failed Deployment,NO,NO
295,40.819831,-83.908416,Total,100,2024-04-08,17:55:11,19:10:04,19:13:55,20:26:12,19:11:59,No Files,NO,
296,43.074892,-70.950331,Partial,95.12,2024-04-08,18:16:32,0,0,20:39:10,19:30:00,Good deployment,YES,YES
297,33.078899,-94.850061,Total,100,2024-04-08,17:26:38,18:44:26,18:47:57,20:05:57,18:46:12,Failed on the 8th,NO,YES
298,38.61381667,-90.49445,Partial,98.68,2024-04-08,17:42:26,0,0,20:16:51,19:00:16,Failed on the 8th,NO,YES
299,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
300A,42.29006,-83.75649,Partial,98.62,2024-04-08,17:57:14,0,0,20:26:43,19:13:16,No Files,NO,
300,30.671944,-96.316111,Partial,98.73,2024-04-08,17:20:02,0,0,20:00:49,18:40:00,No Files,NO,
301,42.37164,-83.46766,Partial,98.77,2024-04-08,17:57:44,0,0,20:27:04,19:13:43,Failed on the 8th,NO,YES
302,42.8726,-84.59547,Partial,95.57,2024-04-08,17:56:49,0,0,20:25:49,19:12:31,No Files,NO,
303,42.32642,-85.56653,Partial,95.81,2024-04-08,17:54:47,0,0,20:24:35,19:10:48,No Files,NO,
304,42.3993782,-83.8097566,Partial,98.23,2024-04-08,17:57:18,0,0,20:26:41,19:13:16,No Files,NO,
305,31.429475,-97.7591801,Total,100,2024-04-08,17:19:17,18:36:37,18:41:01,19:59:28,18:38:49,Failed on the 7th,NO,YES
306,44.88729,-93.4491,Partial,73.88,2024-04-08,17:49:14,0,0,20:14:22,19:02:12,No Files,NO,
307,44.8746893,-93.3726458,Partial,74.05,2024-04-08,17:49:18,0,0,20:14:28,19:02:18,No Files,NO,
308,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
309,36.8070196,-90.5467794,Total,100,2024-04-08,17:39:28,18:56:02,19:00:13,20:15:38,18:58:07,No Files,NO,
310,38.55626,-90.46249,Partial,98.87,2024-04-08,17:42:23,0,0,20:16:52,19:00:15,Failed Deployment,NO,NO
311,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
312,39.21961,-94.60044,Partial,88.85,2024-04-08,17:37:58,0,0,20:11:12,18:54:47,Failed on the 7th,NO,YES
313,37.75965,-89.94976,Total,100,2024-04-08,17:41:52,18:58:22,19:01:56,20:17:06,19:00:09,1970s and failed on day 2,NO,YES
314,37.86796,-89.97304,Total,100,2024-04-08,17:42:00,18:58:37,19:01:51,20:17:08,19:00:14,No Files,NO,
315,37.8636221,-93.3498893,Partial,95.51,2024-04-08,17:37:12,0,0,20:12:19,18:55:03,No Files,NO,
316,37.2836,-89.1652,Total,100,2024-04-08,17:42:19,18:58:55,19:02:44,20:17:51,19:00:50,No Files,NO,
317,38.104403,-90.326928,Partial,99.96,2024-04-08,17:41:51,0,0,20:16:47,18:59:57,Good deployment,YES,YES
318,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
319,37.4758,-93.7394,Partial,95.86,2024-04-08,17:36:00,0,0,20:11:29,18:53:58,Failed on the 8th,NO,YES
320,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
321,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
322,39.006026,-92.3167252,Partial,94.15,2024-04-08,17:40:33,0,0,20:14:29,18:57:57,Good deployment,YES,YES
323,38.879542,-92.302189,Partial,94.56,2024-04-08,17:40:22,0,0,20:14:26,18:57:50,Failed on the 8th,NO,YES
324,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
325,33.375983,-88.813215,Partial,89.9,2024-04-08,17:37:01,0,0,20:14:55,18:56:39,No Files,NO,
326,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
327,35.2894316,-82.7642812,Partial,84.01,2024-04-08,17:50:29,0,0,20:24:18,19:08:49,No Files,NO,
328,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
329,35.499,-82.608366,Partial,84.46,2024-04-08,17:51:00,0,0,20:24:40,19:09:17,Failed on the 7th,NO,YES
330,44.2094645,-70.5637522,Partial,98.71,2024-04-08,18:17:39,0,0,20:39:24,19:30:38,No Files,NO,
331,44.7151375,-67.4658051,Partial,97.69,2024-04-08,18:22:07,0,0,20:41:34,19:34:03,No Files,NO,
332,46.86885,-68.007957,Total,100,2024-04-08,18:22:15,19:32:25,19:34:31,20:40:36,19:33:28,No Files,NO,
333,46.7426705,-67.9548206,Total,100,2024-04-08,18:22:15,19:32:11,19:34:51,20:40:41,19:33:31,Good deployment,YES,YES
334,43.9413872,-70.8661975,Partial,98.12,2024-04-08,18:17:06,0,0,20:39:12,19:30:15,Failed on the 8th,NO,YES
335,46.328431,-67.8722138,Total,100,2024-04-08,18:22:11,19:31:56,19:35:18,20:40:53,19:33:37,No Files,NO,
336,44.41651281,-70.06339023,Partial,98.92,2024-04-08,18:18:27,0,0,20:39:45,19:31:13,No Files,NO,
337,46.6848,-67.87248,Total,100,2024-04-08,18:22:20,19:32:10,19:35:03,20:40:45,19:33:36,No Files,NO,
338,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
339,46.1308,-67.82575,Total,100,2024-04-08,18:22:10,19:32:01,19:35:19,20:40:58,19:33:40,No Files,NO,
340,32.53325,-94.31442,Partial,99.23,2024-04-08,17:26:29,0,0,20:06:10,18:46:16,No Files,NO,
341,45.05632,-70.20339,Total,100,2024-04-08,18:18:35,19:30:00,19:32:16,20:39:33,19:31:08,Good deployment,YES,YES
342,42.70804316,-71.48468081,Partial,94.35,2024-04-08,18:15:33,0,0,20:38:44,19:29:17,No Files,NO,
343,31.88207,-91.14704,Partial,90.38,2024-04-08,17:30:38,0,0,20:10:01,18:50:38,Good deployment,YES,YES
344,42.755781,-72.273754,Partial,95.42,2024-04-08,18:14:25,0,0,20:38:06,19:28:21,No Files,NO,
345,40.0066347,-74.1605021,Partial,87.44,2024-04-08,18:09:48,0,0,20:35:58,19:24:59,Failed Deployment,NO,NO
346,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
347,39.71116,-83.85999,Total,100,2024-04-08,17:53:52,19:10:32,19:11:50,20:25:52,19:11:11,No Files,NO,
348,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
349,31.86939,-91.13199,Partial,90.31,2024-04-08,17:30:39,0,0,20:10:01,18:50:39,Failed on the 8th,NO,YES
350,43.0413078,-78.4538938,Total,100,2024-04-08,18:05:36,19:18:52,19:22:36,20:32:30,19:20:44,Good deployment,YES,YES
351,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
352,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
353,39.72287,-83.88231,Total,100,2024-04-08,17:53:51,19:10:23,19:11:56,20:25:50,19:11:10,No Files,NO,
354,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
355,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
356,42.04103,-74.12232,Partial,95.01,2024-04-08,18:11:12,0,0,20:36:28,19:25:51,1970s,YES,YES
357,41.097168,-74.241079,Partial,91.67,2024-04-08,18:10:22,0,0,20:36:12,19:25:20,No Files,NO,
358,43.2925,-77.707778,Total,100,2024-04-08,18:06:54,19:19:57,19:23:40,20:33:14,19:21:48,No Files,NO,
359,35.2075,-106.630556,Partial,72.71,2024-04-08,17:16:43,0,0,19:47:34,18:30:58,No Files,NO,
360,41.05043,-74.01953,Partial,91.2,2024-04-08,18:10:42,0,0,20:36:23,19:25:37,No Files,NO,
361,44.25295,-75.60812,Total,100,2024-04-08,18:10:40,19:22:59,19:26:31,20:35:11,19:24:45,No Files,NO,
362,44.289657,-76.031964,Total,100,2024-04-08,18:10:07,19:22:37,19:25:53,20:34:47,19:24:15,"February dates, failed on day 3",NO,YES
363,43.246351,-78.709993,Total,100,2024-04-08,18:05:26,19:18:46,19:22:14,20:32:15,19:20:30,No Files,NO,
364,42.54449,-74.61616,Partial,97.39,2024-04-08,18:10:48,0,0,20:36:05,19:25:25,No Files,NO,
365,44.236215,-73.92383,Total,100,2024-04-08,18:13:00,19:25:08,19:28:23,20:36:40,19:26:46,No Files,NO,
366,42.994757,-77.648302,Total,100,2024-04-08,18:06:43,19:20:00,19:23:30,20:33:17,19:21:45,No Files,NO,
367,42.85830313,-73.79308336,Partial,97.51,2024-04-08,18:12:14,0,0,20:36:49,19:26:32,Good deployment,YES,YES
368,42.8751215,-78.7845108,Total,100,2024-04-08,18:04:58,19:18:21,19:22:07,20:32:09,19:20:14,No Files,NO,
369,43.52766,-75.26193,Total,100,2024-04-08,18:10:35,19:23:41,19:26:12,20:35:32,19:24:57,No Files,NO,
370,42.97896,-77.90236,Total,100,2024-04-08,18:06:20,19:19:37,19:23:13,20:33:02,19:21:25,No Files,NO,
371,42.206865,-78.135582,Partial,99.99,2024-04-08,18:05:17,0,0,20:32:44,19:20:45,No Files,NO,
372,43.322681,-76.578531,Total,100,2024-04-08,18:08:32,19:21:34,19:24:54,20:34:19,19:23:15,No Files,NO,
373,43.009303,-76.1806,Total,100,2024-04-08,18:08:51,19:23:01,19:24:13,20:34:41,19:23:37,Failed on the 8th,NO,YES
374,43.0703493,-76.2783632,Total,100,2024-04-08,18:08:46,19:22:31,19:24:32,20:34:36,19:23:31,No Files,NO,
375,40.7831545,-84.0028968,Total,100,2024-04-08,17:54:59,19:09:54,19:13:45,20:26:05,19:11:50,Failed on the 7th,NO,YES
376,40.877923,-81.3836563,Total,100,2024-04-08,17:59:02,19:15:05,19:16:05,20:29:05,19:15:35,No Files,NO,
377,39.807606,-83.88765,Total,100,2024-04-08,17:53:57,19:10:07,19:12:19,20:25:52,19:11:13,Failed on the 9th,NO,YES
378,40.7267496,-84.1969452,Total,100,2024-04-08,17:54:38,19:09:36,19:13:25,20:25:50,19:11:30,No Files,NO,
379,40.3824626,-82.2925037,Partial,99.97,2024-04-08,17:57:05,0,0,20:27:55,19:13:57,No Files,NO,
380,40.9198853,-83.9845502,Total,100,2024-04-08,17:55:11,19:10:07,19:13:48,20:26:09,19:11:57,Failed on the 7th,NO,YES
381,40.6083288,-82.5102391,Total,100,2024-04-08,17:57:01,19:12:25,19:15:13,20:27:45,19:13:49,Failed on the 8th,NO,YES
382,40.05753,-82.87494,Partial,99.91,2024-04-08,17:55:49,0,0,20:27:08,19:12:53,No Files,NO,
383,40.7325,-84.183611,Total,100,2024-04-08,17:54:40,19:09:37,19:13:26,20:25:51,19:11:32,Failed on the 8th,NO,YES
384,40.160117,-82.923983,Total,100,2024-04-08,17:55:51,19:12:20,19:13:27,20:27:07,19:12:53,Failed on the 8th,NO,YES
385,41.06517,-83.7622,Total,100,2024-04-08,17:55:42,19:10:34,19:14:11,20:26:27,19:12:23,No Files,NO,
386,41.55179,-84.36058,Partial,99.74,2024-04-08,17:55:27,0,0,20:25:52,19:11:54,No Files,NO,
387,39.0961846,-84.2605954,Partial,99.38,2024-04-08,17:52:29,0,0,20:25:07,19:10:05,No Files,NO,
388,0,0,None,0,2024-04-08,NaN:NaN,0,0,NaN:NaN,19:50:44,No Files,NO,
